cycle: 0, a: 0.015625, b: 7, c: 0, result: None
cycle: 359, a: 0.02406013, b: 5, c: 41.24933880, result: 40.76993745
cycle: 360, a: 0.02409636, b: 5, c: 41.36963945, result: 40.88951867
cycle: 361, a: 0.02413272, b: 5, c: 41.49012130, result: 41.00927901
cycle: 362, a: 0.02416914, b: 5, c: 41.61078494, result: 41.12921875
cycle: 363, a: 0.02420574, b: 5, c: 41.73163068, result: 41.24933880
cycle: 364, a: 0.02424240, b: 5, c: 41.85265940, result: 41.36963945
cycle: 365, a: 0.02427917, b: 5, c: 41.97387140, result: 41.49012130
cycle: 366, a: 0.02431607, b: 5, c: 42.09526729, result: 41.61078494
cycle: 367, a: 0.02435308, b: 5, c: 42.21684765, result: 41.73163068
cycle: 368, a: 0.02439022, b: 5, c: 42.33861309, result: 41.85265940
cycle: 369, a: 0.02442747, b: 5, c: 42.46056419, result: 41.97387140
cycle: 370, a: 0.02446478, b: 5, c: 42.58270156, result: 42.09526729
cycle: 371, a: 0.02450227, b: 5, c: 42.70502549, result: 42.21684765
cycle: 372, a: 0.02453982, b: 5, c: 42.82753688, result: 42.33861309
cycle: 373, a: 0.02457755, b: 5, c: 42.95023602, result: 42.46056419
cycle: 374, a: 0.02461534, b: 5, c: 43.07312381, result: 42.58270156
cycle: 375, a: 0.02465325, b: 5, c: 43.19620054, result: 42.70502549
cycle: 376, a: 0.02469134, b: 5, c: 43.31946682, result: 42.82753688
cycle: 377, a: 0.02472949, b: 5, c: 43.44292354, result: 42.95023602
cycle: 378, a: 0.02476775, b: 5, c: 43.56657099, result: 43.07312381
cycle: 379, a: 0.02480620, b: 5, c: 43.69040977, result: 43.19620054
cycle: 380, a: 0.02484470, b: 5, c: 43.81444078, result: 43.31946682
cycle: 381, a: 0.02488332, b: 5, c: 43.93866431, result: 43.44292354
cycle: 382, a: 0.02492207, b: 5, c: 44.06308096, result: 43.56657099
cycle: 383, a: 0.02496099, b: 5, c: 44.18769133, result: 43.69040977
cycle: 384, a: 0.02499997, b: 4, c: 44.31249630, result: 43.81444078
cycle: 385, a: 0.02503907, b: 4, c: 44.41249620, result: 43.93866431
cycle: 386, a: 0.02507835, b: 4, c: 44.51265251, result: 44.06308096
cycle: 387, a: 0.02511769, b: 4, c: 44.61296594, result: 44.18769133
cycle: 388, a: 0.02515721, b: 4, c: 44.71343672, result: 44.31249630
cycle: 389, a: 0.02519685, b: 4, c: 44.81406557, result: 44.41249620
cycle: 390, a: 0.02523654, b: 4, c: 44.91485297, result: 44.51265251
cycle: 391, a: 0.02527642, b: 4, c: 45.01579916, result: 44.61296594
cycle: 392, a: 0.02531641, b: 4, c: 45.11690485, result: 44.71343672
cycle: 393, a: 0.02535653, b: 4, c: 45.21817052, result: 44.81406557
cycle: 394, a: 0.02539682, b: 4, c: 45.31959664, result: 44.91485297
cycle: 395, a: 0.02543717, b: 4, c: 45.42118394, result: 45.01579916
cycle: 396, a: 0.02547764, b: 4, c: 45.52293264, result: 45.11690485
cycle: 397, a: 0.02551829, b: 4, c: 45.62484323, result: 45.21817052
cycle: 398, a: 0.02555906, b: 4, c: 45.72691643, result: 45.31959664
cycle: 399, a: 0.02559995, b: 4, c: 45.82915270, result: 45.42118394
cycle: 400, a: 0.02564102, b: 4, c: 45.93155252, result: 45.52293264
cycle: 401, a: 0.02568215, b: 4, c: 46.03411662, result: 45.62484323
cycle: 402, a: 0.02572345, b: 4, c: 46.13684523, result: 45.72691643
cycle: 403, a: 0.02576488, b: 4, c: 46.23973906, result: 45.82915270
cycle: 404, a: 0.02580642, b: 4, c: 46.34279859, result: 45.93155252
cycle: 405, a: 0.02584809, b: 4, c: 46.44602429, result: 46.03411662
cycle: 406, a: 0.02588993, b: 4, c: 46.54941666, result: 46.13684523
cycle: 407, a: 0.02593189, b: 4, c: 46.65297639, result: 46.23973906
cycle: 408, a: 0.02597397, b: 4, c: 46.75670397, result: 46.34279859
cycle: 409, a: 0.02601623, b: 4, c: 46.86059987, result: 46.44602429
cycle: 410, a: 0.02605861, b: 4, c: 46.96466481, result: 46.54941666
cycle: 411, a: 0.02610111, b: 4, c: 47.06889927, result: 46.65297639
cycle: 412, a: 0.02614378, b: 4, c: 47.17330372, result: 46.75670397
cycle: 413, a: 0.02618652, b: 4, c: 47.27787888, result: 46.86059987
cycle: 414, a: 0.02622950, b: 4, c: 47.38262498, result: 46.96466481
cycle: 415, a: 0.02627253, b: 4, c: 47.48754298, result: 47.06889927
cycle: 416, a: 0.02631574, b: 4, c: 47.59263312, result: 47.17330372
cycle: 417, a: 0.02635914, b: 4, c: 47.69789612, result: 47.27787888
cycle: 418, a: 0.02640259, b: 4, c: 47.80333268, result: 47.38262498
cycle: 419, a: 0.02644622, b: 4, c: 47.90894305, result: 47.48754298
cycle: 420, a: 0.02649003, b: 4, c: 48.01472795, result: 47.59263312
cycle: 421, a: 0.02653396, b: 4, c: 48.12068808, result: 47.69789612
cycle: 422, a: 0.02657806, b: 4, c: 48.22682392, result: 47.80333268
cycle: 423, a: 0.02662229, b: 4, c: 48.33313620, result: 47.90894305
cycle: 424, a: 0.02666664, b: 4, c: 48.43962538, result: 48.01472795
cycle: 425, a: 0.02671116, b: 4, c: 48.54629194, result: 48.12068808
cycle: 426, a: 0.02675580, b: 4, c: 48.65313661, result: 48.22682392
cycle: 427, a: 0.02680063, b: 4, c: 48.76015985, result: 48.33313620
cycle: 428, a: 0.02684563, b: 4, c: 48.86736238, result: 48.43962538
cycle: 429, a: 0.02689075, b: 4, c: 48.97474491, result: 48.54629194
cycle: 430, a: 0.02693599, b: 4, c: 49.08230793, result: 48.65313661
cycle: 431, a: 0.02698141, b: 4, c: 49.19005191, result: 48.76015985
cycle: 432, a: 0.02702701, b: 4, c: 49.29797756, result: 48.86736238
cycle: 433, a: 0.02707272, b: 4, c: 49.40608561, result: 48.97474491
cycle: 434, a: 0.02711862, b: 4, c: 49.51437652, result: 49.08230793
cycle: 435, a: 0.02716463, b: 4, c: 49.62285101, result: 49.19005191
cycle: 436, a: 0.02721083, b: 4, c: 49.73150956, result: 49.29797756
cycle: 437, a: 0.02725720, b: 4, c: 49.84035289, result: 49.40608561
cycle: 438, a: 0.02730369, b: 4, c: 49.94938170, result: 49.51437652
cycle: 439, a: 0.02735042, b: 4, c: 50.05859649, result: 49.62285101
cycle: 440, a: 0.02739721, b: 4, c: 50.16799819, result: 49.73150956
cycle: 441, a: 0.02744424, b: 4, c: 50.27758705, result: 49.84035289
cycle: 442, a: 0.02749139, b: 4, c: 50.38736402, result: 49.94938170
cycle: 443, a: 0.02753871, b: 4, c: 50.49732959, result: 50.05859649
cycle: 444, a: 0.02758616, b: 4, c: 50.60748445, result: 50.16799819
cycle: 445, a: 0.02763384, b: 4, c: 50.71782910, result: 50.27758705
cycle: 446, a: 0.02768164, b: 4, c: 50.82836449, result: 50.38736402
cycle: 447, a: 0.02772963, b: 4, c: 50.93909108, result: 50.49732959
cycle: 448, a: 0.02777773, b: 4, c: 51.05000960, result: 50.60748445
cycle: 449, a: 0.02782607, b: 4, c: 51.16112053, result: 50.71782910
cycle: 450, a: 0.02787452, b: 4, c: 51.27242481, result: 50.82836449
cycle: 451, a: 0.02792316, b: 4, c: 51.38392293, result: 50.93909108
cycle: 452, a: 0.02797198, b: 4, c: 51.49561560, result: 51.05000960
cycle: 453, a: 0.02802097, b: 4, c: 51.60750353, result: 51.16112053
cycle: 454, a: 0.02807015, b: 4, c: 51.71958744, result: 51.27242481
cycle: 455, a: 0.02811950, b: 4, c: 51.83186805, result: 51.38392293
cycle: 456, a: 0.02816897, b: 4, c: 51.94434607, result: 51.49561560
cycle: 457, a: 0.02821868, b: 4, c: 52.05702197, result: 51.60750353
cycle: 458, a: 0.02826851, b: 4, c: 52.16989672, result: 51.71958744
cycle: 459, a: 0.02831858, b: 4, c: 52.28297078, result: 51.83186805
cycle: 460, a: 0.02836877, b: 4, c: 52.39624512, result: 51.94434607
cycle: 461, a: 0.02841913, b: 4, c: 52.50972020, result: 52.05702197
cycle: 462, a: 0.02846974, b: 4, c: 52.62339675, result: 52.16989672
cycle: 463, a: 0.02852046, b: 4, c: 52.73727571, result: 52.28297078
cycle: 464, a: 0.02857142, b: 4, c: 52.85135757, result: 52.39624512
cycle: 465, a: 0.02862250, b: 4, c: 52.96564328, result: 52.50972020
cycle: 466, a: 0.02867382, b: 4, c: 53.08013331, result: 52.62339675
cycle: 467, a: 0.02872526, b: 4, c: 53.19482862, result: 52.73727571
cycle: 468, a: 0.02877694, b: 4, c: 53.30972969, result: 52.85135757
cycle: 469, a: 0.02882879, b: 4, c: 53.42483747, result: 52.96564328
cycle: 470, a: 0.02888083, b: 4, c: 53.54015266, result: 53.08013331
cycle: 471, a: 0.02893304, b: 4, c: 53.65567600, result: 53.19482862
cycle: 472, a: 0.02898550, b: 4, c: 53.77140820, result: 53.30972969
cycle: 473, a: 0.02903807, b: 4, c: 53.88735020, result: 53.42483747
cycle: 474, a: 0.02909088, b: 4, c: 54.00350248, result: 53.54015266
cycle: 475, a: 0.02914386, b: 4, c: 54.11986601, result: 53.65567600
cycle: 476, a: 0.02919703, b: 4, c: 54.23644149, result: 53.77140820
cycle: 477, a: 0.02925044, b: 4, c: 54.35322964, result: 53.88735020
cycle: 478, a: 0.02930402, b: 4, c: 54.47023141, result: 54.00350248
cycle: 479, a: 0.02935779, b: 4, c: 54.58744752, result: 54.11986601
cycle: 480, a: 0.02941173, b: 4, c: 54.70487868, result: 54.23644149
cycle: 481, a: 0.02946591, b: 4, c: 54.82252562, result: 54.35322964
cycle: 482, a: 0.02952027, b: 4, c: 54.94038927, result: 54.47023141
cycle: 483, a: 0.02957481, b: 4, c: 55.05847036, result: 54.58744752
cycle: 484, a: 0.02962958, b: 4, c: 55.17676961, result: 54.70487868
cycle: 485, a: 0.02968454, b: 4, c: 55.29528796, result: 54.82252562
cycle: 486, a: 0.02973973, b: 4, c: 55.41402614, result: 54.94038927
cycle: 487, a: 0.02979511, b: 4, c: 55.53298509, result: 55.05847036
cycle: 488, a: 0.02985072, b: 4, c: 55.65216553, result: 55.17676961
cycle: 489, a: 0.02990651, b: 4, c: 55.77156841, result: 55.29528796
cycle: 490, a: 0.02996253, b: 4, c: 55.89119446, result: 55.41402614
cycle: 491, a: 0.03001874, b: 4, c: 56.01104462, result: 55.53298509
cycle: 492, a: 0.03007513, b: 4, c: 56.13111960, result: 55.65216553
cycle: 493, a: 0.03013181, b: 4, c: 56.25142014, result: 55.77156841
cycle: 494, a: 0.03018862, b: 4, c: 56.37194740, result: 55.89119446
cycle: 495, a: 0.03024572, b: 4, c: 56.49270188, result: 56.01104462
cycle: 496, a: 0.03030300, b: 4, c: 56.61368477, result: 56.13111960
cycle: 497, a: 0.03036051, b: 4, c: 56.73489677, result: 56.25142014
cycle: 498, a: 0.03041821, b: 4, c: 56.85633885, result: 56.37194740
cycle: 499, a: 0.03047615, b: 4, c: 56.97801172, result: 56.49270188
cycle: 500, a: 0.03053432, b: 4, c: 57.09991633, result: 56.61368477
cycle: 501, a: 0.03059267, b: 4, c: 57.22205364, result: 56.73489677
cycle: 502, a: 0.03065133, b: 4, c: 57.34442436, result: 56.85633885
cycle: 503, a: 0.03071016, b: 4, c: 57.46702969, result: 56.97801172
cycle: 504, a: 0.03076922, b: 4, c: 57.58987033, result: 57.09991633
cycle: 505, a: 0.03082847, b: 4, c: 57.71294724, result: 57.22205364
cycle: 506, a: 0.03088802, b: 4, c: 57.83626115, result: 57.34442436
cycle: 507, a: 0.03094774, b: 4, c: 57.95981323, result: 57.46702969
cycle: 508, a: 0.03100770, b: 4, c: 58.08360421, result: 57.58987033
cycle: 509, a: 0.03106790, b: 4, c: 58.20763504, result: 57.71294724
cycle: 510, a: 0.03112834, b: 4, c: 58.33190667, result: 57.83626115
cycle: 511, a: 0.03118902, b: 4, c: 58.45642006, result: 57.95981323
cycle: 512, a: 0.03125, b: 3, c: 58.58117616, result: 58.08360421
cycle: 513, a: 0.03131115, b: 3, c: 58.67492616, result: 58.20763504
cycle: 514, a: 0.03137254, b: 3, c: 58.76885962, result: 58.33190667
cycle: 515, a: 0.03143417, b: 3, c: 58.86297726, result: 58.45642006
cycle: 516, a: 0.03149604, b: 3, c: 58.95727980, result: 58.58117616
cycle: 517, a: 0.03155815, b: 3, c: 59.05176794, result: 58.67492616
cycle: 518, a: 0.03162050, b: 3, c: 59.14644241, result: 58.76885962
cycle: 519, a: 0.03168314, b: 3, c: 59.24130392, result: 58.86297726
cycle: 520, a: 0.03174602, b: 3, c: 59.33635336, result: 58.95727980
cycle: 521, a: 0.03180909, b: 3, c: 59.43159145, result: 59.05176794
cycle: 522, a: 0.03187245, b: 3, c: 59.52701872, result: 59.14644241
cycle: 523, a: 0.03193610, b: 3, c: 59.62263607, result: 59.24130392
cycle: 524, a: 0.03199994, b: 3, c: 59.71844440, result: 59.33635336
cycle: 525, a: 0.03206408, b: 3, c: 59.81444424, result: 59.43159145
cycle: 526, a: 0.03212851, b: 3, c: 59.91063648, result: 59.52701872
cycle: 527, a: 0.03219312, b: 3, c: 60.00702202, result: 59.62263607
cycle: 528, a: 0.03225803, b: 3, c: 60.10360139, result: 59.71844440
cycle: 529, a: 0.03232318, b: 3, c: 60.20037549, result: 59.81444424
cycle: 530, a: 0.03238862, b: 3, c: 60.29734504, result: 59.91063648
cycle: 531, a: 0.03245431, b: 3, c: 60.39451092, result: 60.00702202
cycle: 532, a: 0.03252029, b: 3, c: 60.49187386, result: 60.10360139
cycle: 533, a: 0.03258651, b: 3, c: 60.58943474, result: 60.20037549
cycle: 534, a: 0.03265303, b: 3, c: 60.68719428, result: 60.29734504
cycle: 535, a: 0.03271979, b: 3, c: 60.78515338, result: 60.39451092
cycle: 536, a: 0.03278684, b: 3, c: 60.88331276, result: 60.49187386
cycle: 537, a: 0.03285419, b: 3, c: 60.98167330, result: 60.58943474
cycle: 538, a: 0.03292179, b: 3, c: 61.08023589, result: 60.68719428
cycle: 539, a: 0.03298968, b: 3, c: 61.17900127, result: 60.78515338
cycle: 540, a: 0.03305780, b: 3, c: 61.27797031, result: 60.88331276
cycle: 541, a: 0.03312623, b: 3, c: 61.37714374, result: 60.98167330
cycle: 542, a: 0.03319501, b: 3, c: 61.47652244, result: 61.08023589
cycle: 543, a: 0.03326398, b: 3, c: 61.57610750, result: 61.17900127
cycle: 544, a: 0.03333330, b: 3, c: 61.67589944, result: 61.27797031
cycle: 545, a: 0.03340291, b: 3, c: 61.77589935, result: 61.37714374
cycle: 546, a: 0.03347277, b: 3, c: 61.87610810, result: 61.47652244
cycle: 547, a: 0.03354293, b: 3, c: 61.97652643, result: 61.57610750
cycle: 548, a: 0.03361344, b: 3, c: 62.07715523, result: 61.67589944
cycle: 549, a: 0.03368419, b: 3, c: 62.17799556, result: 61.77589935
cycle: 550, a: 0.03375524, b: 3, c: 62.27904814, result: 61.87610810
cycle: 551, a: 0.03382658, b: 3, c: 62.38031387, result: 61.97652643
cycle: 552, a: 0.03389829, b: 3, c: 62.48179364, result: 62.07715523
cycle: 553, a: 0.03397023, b: 3, c: 62.58348852, result: 62.17799556
cycle: 554, a: 0.03404253, b: 3, c: 62.68539923, result: 62.27904814
cycle: 555, a: 0.03411513, b: 3, c: 62.78752684, result: 62.38031387
cycle: 556, a: 0.03418803, b: 3, c: 62.88987225, result: 62.48179364
cycle: 557, a: 0.03426122, b: 3, c: 62.99243634, result: 62.58348852
cycle: 558, a: 0.03433471, b: 3, c: 63.09522002, result: 62.68539923
cycle: 559, a: 0.03440856, b: 3, c: 63.19822418, result: 62.78752684
cycle: 560, a: 0.03448271, b: 3, c: 63.30144989, result: 62.88987225
cycle: 561, a: 0.03455722, b: 3, c: 63.40489804, result: 62.99243634
cycle: 562, a: 0.03463202, b: 3, c: 63.50856971, result: 63.09522002
cycle: 563, a: 0.03470712, b: 3, c: 63.61246579, result: 63.19822418
cycle: 564, a: 0.03478258, b: 3, c: 63.71658718, result: 63.30144989
cycle: 565, a: 0.03485834, b: 3, c: 63.82093495, result: 63.40489804
cycle: 566, a: 0.03493446, b: 3, c: 63.92550998, result: 63.50856971
cycle: 567, a: 0.03501093, b: 3, c: 64.03031337, result: 63.61246579
cycle: 568, a: 0.03508770, b: 3, c: 64.13534617, result: 63.71658718
cycle: 569, a: 0.03516483, b: 3, c: 64.24060928, result: 63.82093495
cycle: 570, a: 0.03524225, b: 3, c: 64.34610378, result: 63.92550998
cycle: 571, a: 0.03532004, b: 3, c: 64.45183056, result: 64.03031337
cycle: 572, a: 0.03539818, b: 3, c: 64.55779069, result: 64.13534617
cycle: 573, a: 0.03547668, b: 3, c: 64.66398525, result: 64.24060928
cycle: 574, a: 0.03555554, b: 3, c: 64.77041530, result: 64.34610378
cycle: 575, a: 0.03563469, b: 3, c: 64.87708193, result: 64.45183056
cycle: 576, a: 0.03571426, b: 3, c: 64.98398602, result: 64.55779069
cycle: 577, a: 0.03579413, b: 3, c: 65.09112882, result: 64.66398525
cycle: 578, a: 0.03587442, b: 3, c: 65.19851124, result: 64.77041530
cycle: 579, a: 0.03595501, b: 3, c: 65.30613452, result: 64.87708193
cycle: 580, a: 0.03603601, b: 3, c: 65.41399955, result: 64.98398602
cycle: 581, a: 0.03611737, b: 3, c: 65.52210760, result: 65.09112882
cycle: 582, a: 0.03619909, b: 3, c: 65.63045972, result: 65.19851124
cycle: 583, a: 0.03628116, b: 3, c: 65.73905700, result: 65.30613452
cycle: 584, a: 0.03636360, b: 3, c: 65.84790050, result: 65.41399955
cycle: 585, a: 0.03644645, b: 3, c: 65.95699131, result: 65.52210760
cycle: 586, a: 0.03652966, b: 3, c: 66.06633067, result: 65.63045972
cycle: 587, a: 0.03661322, b: 3, c: 66.17591965, result: 65.73905700
cycle: 588, a: 0.03669720, b: 3, c: 66.28575932, result: 65.84790050
cycle: 589, a: 0.03678160, b: 3, c: 66.39585095, result: 65.95699131
cycle: 590, a: 0.03686630, b: 3, c: 66.50619578, result: 66.06633067
cycle: 591, a: 0.03695148, b: 3, c: 66.61679470, result: 66.17591965
cycle: 592, a: 0.03703701, b: 3, c: 66.72764915, result: 66.28575932
cycle: 593, a: 0.03712296, b: 3, c: 66.83876019, result: 66.39585095
cycle: 594, a: 0.03720927, b: 3, c: 66.95012909, result: 66.50619578
cycle: 595, a: 0.03729599, b: 3, c: 67.06175690, result: 66.61679470
cycle: 596, a: 0.03738313, b: 3, c: 67.17364490, result: 66.72764915
cycle: 597, a: 0.03747069, b: 3, c: 67.28579431, result: 66.83876019
cycle: 598, a: 0.03755867, b: 3, c: 67.39820641, result: 66.95012909
cycle: 599, a: 0.03764700, b: 3, c: 67.51088243, result: 67.06175690
cycle: 600, a: 0.03773581, b: 3, c: 67.62382346, result: 67.17364490
cycle: 601, a: 0.03782504, b: 3, c: 67.73703092, result: 67.28579431
cycle: 602, a: 0.03791463, b: 3, c: 67.85050606, result: 67.39820641
cycle: 603, a: 0.03800469, b: 3, c: 67.96424996, result: 67.51088243
cycle: 604, a: 0.03809523, b: 3, c: 68.07826405, result: 67.62382346
cycle: 605, a: 0.03818613, b: 3, c: 68.19254976, result: 67.73703092
cycle: 606, a: 0.03827750, b: 3, c: 68.30710816, result: 67.85050606
cycle: 607, a: 0.03836929, b: 3, c: 68.42194068, result: 67.96424996
cycle: 608, a: 0.03846150, b: 3, c: 68.53704857, result: 68.07826405
cycle: 609, a: 0.03855419, b: 3, c: 68.65243309, result: 68.19254976
cycle: 610, a: 0.03864729, b: 3, c: 68.76809567, result: 68.30710816
cycle: 611, a: 0.03874087, b: 3, c: 68.88403755, result: 68.42194068
cycle: 612, a: 0.03883492, b: 3, c: 69.00026017, result: 68.53704857
cycle: 613, a: 0.03892940, b: 3, c: 69.11676496, result: 68.65243309
cycle: 614, a: 0.03902435, b: 3, c: 69.23355317, result: 68.76809567
cycle: 615, a: 0.03911978, b: 3, c: 69.35062623, result: 68.88403755
cycle: 616, a: 0.03921568, b: 3, c: 69.46798557, result: 69.00026017
cycle: 617, a: 0.03931200, b: 3, c: 69.58563262, result: 69.11676496
cycle: 618, a: 0.03940886, b: 3, c: 69.70356863, result: 69.23355317
cycle: 619, a: 0.03950613, b: 3, c: 69.82179522, result: 69.35062623
cycle: 620, a: 0.03960394, b: 3, c: 69.94031363, result: 69.46798557
cycle: 621, a: 0.03970217, b: 3, c: 70.05912548, result: 69.58563262
cycle: 622, a: 0.03980094, b: 3, c: 70.17823201, result: 69.70356863
cycle: 623, a: 0.03990024, b: 3, c: 70.29763484, result: 69.82179522
cycle: 624, a: 0.03999996, b: 3, c: 70.41733556, result: 69.94031363
cycle: 625, a: 0.04010021, b: 3, c: 70.53733545, result: 70.05912548
cycle: 626, a: 0.04020094, b: 3, c: 70.65763610, result: 70.17823201
cycle: 627, a: 0.04030221, b: 3, c: 70.77823895, result: 70.29763484
cycle: 628, a: 0.04040402, b: 3, c: 70.89914560, result: 70.41733556
cycle: 629, a: 0.04050630, b: 3, c: 71.02035766, result: 70.53733545
cycle: 630, a: 0.04060912, b: 3, c: 71.14187657, result: 70.65763610
cycle: 631, a: 0.04071241, b: 3, c: 71.26370394, result: 70.77823895
cycle: 632, a: 0.04081630, b: 3, c: 71.38584119, result: 70.89914560
cycle: 633, a: 0.04092067, b: 3, c: 71.50829011, result: 71.02035766
cycle: 634, a: 0.04102563, b: 3, c: 71.63105213, result: 71.14187657
cycle: 635, a: 0.04113107, b: 3, c: 71.75412905, result: 71.26370394
cycle: 636, a: 0.04123705, b: 3, c: 71.87752228, result: 71.38584119
cycle: 637, a: 0.04134362, b: 3, c: 72.00123345, result: 71.50829011
cycle: 638, a: 0.04145073, b: 3, c: 72.12526434, result: 71.63105213
cycle: 639, a: 0.04155838, b: 3, c: 72.24961656, result: 71.75412905
cycle: 640, a: 0.04166662, b: 2, c: 72.37429171, result: 71.87752228
cycle: 641, a: 0.04177540, b: 2, c: 72.45762497, result: 72.00123345
cycle: 642, a: 0.04188477, b: 2, c: 72.54117578, result: 72.12526434
cycle: 643, a: 0.04199475, b: 2, c: 72.62494534, result: 72.24961656
cycle: 644, a: 0.04210525, b: 2, c: 72.70893484, result: 72.37429171
cycle: 645, a: 0.04221630, b: 2, c: 72.79314535, result: 72.45762497
cycle: 646, a: 0.04232800, b: 2, c: 72.87757796, result: 72.54117578
cycle: 647, a: 0.04244029, b: 2, c: 72.96223396, result: 72.62494534
cycle: 648, a: 0.04255318, b: 2, c: 73.04711455, result: 72.70893484
cycle: 649, a: 0.04266661, b: 2, c: 73.13222092, result: 72.79314535
cycle: 650, a: 0.04278069, b: 2, c: 73.21755415, result: 72.87757796
cycle: 651, a: 0.04289543, b: 2, c: 73.30311554, result: 72.96223396
cycle: 652, a: 0.04301071, b: 2, c: 73.38890641, result: 73.04711455
cycle: 653, a: 0.04312664, b: 2, c: 73.47492784, result: 73.13222092
cycle: 654, a: 0.04324322, b: 2, c: 73.56118112, result: 73.21755415
cycle: 655, a: 0.04336041, b: 2, c: 73.64766758, result: 73.30311554
cycle: 656, a: 0.04347825, b: 2, c: 73.73438841, result: 73.38890641
cycle: 657, a: 0.04359668, b: 2, c: 73.82134491, result: 73.47492784
cycle: 658, a: 0.04371583, b: 2, c: 73.90853828, result: 73.56118112
cycle: 659, a: 0.04383558, b: 2, c: 73.99596995, result: 73.64766758
cycle: 660, a: 0.04395604, b: 2, c: 74.08364111, result: 73.73438841
cycle: 661, a: 0.04407709, b: 2, c: 74.17155319, result: 73.82134491
cycle: 662, a: 0.04419887, b: 2, c: 74.25970739, result: 73.90853828
cycle: 663, a: 0.04432129, b: 2, c: 74.34810513, result: 73.99596995
cycle: 664, a: 0.04444444, b: 2, c: 74.43674772, result: 74.08364111
cycle: 665, a: 0.04456824, b: 2, c: 74.52563661, result: 74.17155319
cycle: 666, a: 0.04469269, b: 2, c: 74.61477309, result: 74.25970739
cycle: 667, a: 0.04481792, b: 2, c: 74.70415848, result: 74.34810513
cycle: 668, a: 0.04494380, b: 2, c: 74.79379433, result: 74.43674772
cycle: 669, a: 0.04507040, b: 2, c: 74.88368195, result: 74.52563661
cycle: 670, a: 0.04519772, b: 2, c: 74.97382277, result: 74.61477309
cycle: 671, a: 0.04532575, b: 2, c: 75.06421822, result: 74.70415848
cycle: 672, a: 0.04545450, b: 2, c: 75.15486973, result: 74.79379433
cycle: 673, a: 0.04558402, b: 2, c: 75.24577873, result: 74.88368195
cycle: 674, a: 0.04571425, b: 2, c: 75.33694678, result: 74.97382277
cycle: 675, a: 0.04584527, b: 2, c: 75.42837530, result: 75.06421822
cycle: 676, a: 0.04597699, b: 2, c: 75.52006584, result: 75.15486973
cycle: 677, a: 0.04610949, b: 2, c: 75.61201983, result: 75.24577873
cycle: 678, a: 0.04624277, b: 2, c: 75.70423883, result: 75.33694678
cycle: 679, a: 0.04637676, b: 2, c: 75.79672437, result: 75.42837530
cycle: 680, a: 0.04651159, b: 2, c: 75.88947790, result: 75.52006584
cycle: 681, a: 0.04664719, b: 2, c: 75.98250108, result: 75.61201983
cycle: 682, a: 0.04678356, b: 2, c: 76.07579547, result: 75.70423883
cycle: 683, a: 0.04692077, b: 2, c: 76.16936260, result: 75.79672437
cycle: 684, a: 0.04705882, b: 2, c: 76.26320415, result: 75.88947790
cycle: 685, a: 0.04719763, b: 2, c: 76.35732179, result: 75.98250108
cycle: 686, a: 0.04733723, b: 2, c: 76.45171707, result: 76.07579547
cycle: 687, a: 0.04747772, b: 2, c: 76.54639154, result: 76.16936260
cycle: 688, a: 0.04761904, b: 2, c: 76.64134699, result: 76.26320415
cycle: 689, a: 0.04776114, b: 2, c: 76.73658508, result: 76.35732179
cycle: 690, a: 0.04790413, b: 2, c: 76.83210736, result: 76.45171707
cycle: 691, a: 0.04804801, b: 2, c: 76.92791563, result: 76.54639154
cycle: 692, a: 0.04819273, b: 2, c: 77.02401167, result: 76.64134699
cycle: 693, a: 0.04833835, b: 2, c: 77.12039715, result: 76.73658508
cycle: 694, a: 0.04848480, b: 2, c: 77.21707385, result: 76.83210736
cycle: 695, a: 0.04863220, b: 2, c: 77.31404346, result: 76.92791563
cycle: 696, a: 0.04878044, b: 2, c: 77.41130787, result: 77.02401167
cycle: 697, a: 0.04892963, b: 2, c: 77.50886875, result: 77.12039715
cycle: 698, a: 0.04907971, b: 2, c: 77.60672801, result: 77.21707385
cycle: 699, a: 0.04923075, b: 2, c: 77.70488744, result: 77.31404346
cycle: 700, a: 0.04938268, b: 2, c: 77.80334895, result: 77.41130787
cycle: 701, a: 0.04953557, b: 2, c: 77.90211433, result: 77.50886875
cycle: 702, a: 0.04968941, b: 2, c: 78.00118547, result: 77.60672801
cycle: 703, a: 0.04984420, b: 2, c: 78.10056430, result: 77.70488744
cycle: 704, a: 0.04999995, b: 2, c: 78.20025271, result: 77.80334895
cycle: 705, a: 0.05015671, b: 2, c: 78.30025261, result: 77.90211433
cycle: 706, a: 0.05031442, b: 2, c: 78.40056604, result: 78.00118547
cycle: 707, a: 0.05047315, b: 2, c: 78.50119489, result: 78.10056430
cycle: 708, a: 0.05063289, b: 2, c: 78.60214120, result: 78.20025271
cycle: 709, a: 0.05079364, b: 2, c: 78.70340698, result: 78.30025261
cycle: 710, a: 0.05095535, b: 2, c: 78.80499428, result: 78.40056604
cycle: 711, a: 0.05111819, b: 2, c: 78.90690499, result: 78.50119489
cycle: 712, a: 0.05128204, b: 2, c: 79.00914138, result: 78.60214120
cycle: 713, a: 0.05144691, b: 2, c: 79.11170548, result: 78.70340698
cycle: 714, a: 0.05161285, b: 2, c: 79.21459931, result: 78.80499428
cycle: 715, a: 0.05177992, b: 2, c: 79.31782501, result: 78.90690499
cycle: 716, a: 0.05194801, b: 2, c: 79.42138487, result: 79.00914138
